"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"4054",309872,"16 Glenmore Street Dunedin","16 Glenmore Street Dunedin 9010"
"4055",309873,"34 Glenmore Street Dunedin","34 Glenmore Street Dunedin 9010"
"4056",309874,"18 Glenmore Street Dunedin","18 Glenmore Street Dunedin 9010"
"4057",309875,NA,NA
"4058",309876,NA,NA
"4059",309877,"24 Glenmore Street Dunedin","22 Glenmore Street Dunedin 9010"
"4060",309878,"28 Glenmore Street Dunedin","28 Glenmore Street Dunedin 9010"
"4061",309879,"38 Glenmore Street Dunedin","38 Glenmore Street Dunedin 9010"
"4062",309880,"36 Glenmore Street Dunedin","36 Glenmore Street Dunedin 9010"
"4063",309881,"26 Glenmore Street Dunedin","26 Glenmore Street Dunedin 9010"
"4064",309882,"39 Glenmore Street Dunedin","39 Glenmore Street Dunedin 9010"
"4065",309883,"37A Glenmore Street Dunedin","37A Glenmore Street Dunedin 9010"
"4066",309884,"37 Glenmore Street Dunedin","37 Glenmore Street Dunedin 9010"
"4067",309885,"27 Glenmore Street Dunedin","27 Glenmore Street Dunedin 9010"
"4068",309886,"29 Glenmore Street Dunedin","29 Glenmore Street Dunedin 9010"
"4069",309887,"41 Glenmore Street Dunedin","9 Grantlea Drive Marchwiel Timaru 7910"
"4070",309888,NA,NA
"4071",309889,"31 Glenmore Street Dunedin","49 Coronation Road Hillcrest Auckland 0627"
"4072",309890,"33 Glenmore Street Dunedin","33 Glenmore Street Dunedin 9010"
"4073",309891,"43 Glenmore Street Dunedin","43 Glenmore Street Dunedin 9010"
"4074",309892,NA,NA
"4075",309893,NA,NA
"4076",309894,NA,NA
"4077",309895,NA,NA
"4078",309896,NA,NA
"4079",309897,NA,NA
"4080",309898,NA,NA
"4081",309899,NA,NA
"4082",309900,"6 Glenmore Street Dunedin","6 Glenmore Street Dunedin 9010"
"4083",309901,"2 Glenmore Street Dunedin","2 Glenmore Street Dunedin 9010"
"4084",309902,"6 Fulton Road Dunedin","6 Fulton Road Dunedin 9010"
"4085",309903,"397 Malvern Street Dunedin","315 Leith Street Dunedin 9016"
"4086",309904,"399 Malvern Street Dunedin","399 Malvern Street Dunedin 9010"
"4087",309905,"401 Malvern Street Dunedin","401 Malvern Street Dunedin 9010"
"4088",309906,"403 Malvern Street Dunedin","403 Malvern Street Dunedin 9010"
"4089",309907,"405 Malvern Street Dunedin","405 Malvern Street Dunedin 9010"
"4090",309908,"411 Malvern Street Dunedin","411 Malvern Street Dunedin 9010"
"4091",309909,"16 Fulton Road Dunedin","16 Fulton Road Dunedin 9010"
"4092",309910,"18 Fulton Road Dunedin","18 Fulton Road Dunedin 9010"
"4093",309911,"435 Malvern Street Dunedin","Jakobs Family Trust 435 Malvern Street Dunedin 9010"
"4094",309913,"32 Islay Street Dunedin","32 Islay Street Dunedin 9010"
"4095",309915,"57 Fulton Road Dunedin","57 Fulton Road Dunedin 9010"
"4096",309916,"59 Fulton Road Dunedin","PO Box 2462 South Dunedin Dunedin 9044"
"4097",309917,"2 Booth Road Dunedin","2 Booth Road Dunedin 9010"
"4098",309918,"6 Islay Street Dunedin","6 Islay Street Dunedin 9010"
"4099",309919,"2 Islay Street Dunedin","2 Islay Street Dunedin 9010"
"4100",309920,"132 Hillhead Road Dunedin","PO Box 2174 South Dunedin Dunedin 9044"
"4101",309922,"297 Wakari Road Dunedin","297 Wakari Road Dunedin 9010"
"4102",309923,"265 Wakari Road Dunedin","265 Wakari Road Dunedin 9010"
"4103",309924,"225 Wakari Road Dunedin","Private Bag 1963 Dunedin 9054"
"4104",309926,"203 Wakari Road Dunedin","203 Wakari Road Dunedin 9010"
"4105",309927,"205 Wakari Road Dunedin","205 Wakari Road Dunedin 9010"
"4106",309928,"199 Wakari Road Dunedin","199 Wakari Road Dunedin 9010"
"4107",309930,"32 Honeystone Street Dunedin","32 Honeystone Street Dunedin 9010"
"4108",309932,"119 Wakari Road Dunedin","119 Wakari Road Dunedin 9010"
"4109",309933,"131 Wakari Road Dunedin","131 Wakari Road Dunedin 9010"
"4110",309934,"121 Wakari Road Dunedin","121 Wakari Road Dunedin 9010"
"4111",309935,"117 Wakari Road Dunedin","115 Wakari Road Dunedin 9010"
"4112",309936,"127 Wakari Road Dunedin","127 Wakari Road Dunedin 9010"
"4113",309937,"129 Wakari Road Dunedin","D J and K L Robertson Family Trust 129 Athenaeum Road RD 1 Lawrence 9591"
"4114",309938,"185 Wakari Road Dunedin","185 Wakari Road Dunedin 9010"
"4115",309939,"173 Wakari Road Dunedin","173 Wakari Road Dunedin 9010"
"4116",309940,"175 Wakari Road Dunedin","175 Wakari Road Dunedin 9010"
"4117",309941,"187 Wakari Road Dunedin","W E Anderson Family Trust 187 Wakari Road Dunedin 9010"
"4118",309942,"183 Wakari Road Dunedin","Cullen Family Trust 183 Wakari Road Dunedin 9010"
"4119",309943,"181 Wakari Road Dunedin","181 Wakari Road Dunedin 9010"
"4120",309944,"179 Wakari Road Dunedin","179 Wakari Road Dunedin 9010"
"4121",309945,"133 Wakari Road Dunedin","Thomas Kaan Family Trust 133 Wakari Road Dunedin 9010"
"4122",309946,"191 Wakari Road Dunedin","191 Wakari Road Dunedin 9010"
"4123",309947,"189 Wakari Road Dunedin","189 Wakari Road Dunedin 9010"
"4124",309948,"177 Wakari Road Dunedin","9B Glenfinnan Place Dunedin 9013"
"4125",309949,"115 Wakari Road Dunedin","115 Wakari Road Dunedin 9010"
"4126",309950,"123 Wakari Road Dunedin","123 Wakari Road Dunedin 9010"
"4127",309951,"125 Wakari Road Dunedin","125 Wakari Road Dunedin 9010"
"4128",309952,"5 Honeystone Street Dunedin","5 Honeystone Street Dunedin 9010"
"4129",309953,"9 Honeystone Street Dunedin","M H and J M Cameron Family Trust 9 Honeystone Street Dunedin 9010"
"4130",309954,"171 Wakari Road Dunedin","171 Wakari Road Dunedin 9010"
"4131",309955,"8 Honeystone Street Dunedin","R W and R D Bailey Family Trust 38 Lambert Street Abbotsford Dunedin 9018"
"4132",309956,"10 Honeystone Street Dunedin","10 Honeystone Street Dunedin 9010"
"4133",309957,"161 Wakari Road Dunedin","161 Wakari Road Dunedin 9010"
"4134",309958,"15 Honeystone Street Dunedin","J J W and A J Cargill Family Trust 15 Honeystone Street Dunedin 9010"
"4135",309959,"21 Honeystone Street Dunedin","21 Honeystone Street Dunedin 9010"
"4136",309960,"23 Honeystone Street Dunedin","23 Honeystone Street Dunedin 9010"
"4137",309961,"6 Larkins Street Dunedin","6 Larkins Street Dunedin 9010"
"4138",309962,"9 Larkins Street Dunedin","56E Pye Road RD 21 Geraldine 7991"
"4139",309963,"7 Larkins Street Dunedin","Hurndell Family Trust 7 Larkins Street Dunedin 9010"
"4140",309964,"11 Honeystone Street Dunedin","11 Honeystone Street Dunedin 9010"
"4141",309965,"31 Honeystone Street Dunedin","31 Honeystone Street Dunedin 9010"
"4142",309966,"153 Wakari Road Dunedin","PO Box 13147 Green Island Dunedin 9052"
"4143",309967,"10 Larkins Street Dunedin",NA
"4144",309968,"25 Honeystone Street Dunedin","25 Honeystone Street Dunedin 9010"
"4145",309969,"17 Honeystone Street Dunedin","17 Honeystone Street Dunedin 9010"
"4146",309970,"139 Wakari Road Dunedin","139 Wakari Road Dunedin 9010"
"4147",309971,"29 Honeystone Street Dunedin","29 Honeystone Street Dunedin 9010"
"4148",309972,"12 Honeystone Street Dunedin","12 Honeystone Street Dunedin 9010"
"4149",309973,"159 Wakari Road Dunedin","159 Wakari Road Dunedin 9010"
"4150",309974,"137 Wakari Road Dunedin","27 Preston Crescent Dunedin 9011"
"4151",309975,"27 Honeystone Street Dunedin","Tim and Sue Mepham Family Trust 27 Honeystone Street Dunedin 9010"
"4152",309976,"18 Larkins Street Dunedin","18 Larkins Street Dunedin 9010"
"4153",309977,"17 Larkins Street Dunedin","19 Larkins Street Dunedin 9010"
"4154",309978,"5 Larkins Street Dunedin","M W and P E Laughton Family Trust 5 Larkins Street Dunedin 9010"
"4155",309979,"16 Larkins Street Dunedin","16 Larkins Street Dunedin 9010"
"4156",309980,"14 Larkins Street Dunedin","14 Larkins Street Dunedin 9010"
"4157",309981,"135 Wakari Road Dunedin","135 Wakari Road Dunedin 9010"
"4158",309982,"11 Larkins Street Dunedin","1 Bullot Street Waiouru Military Camp Waiouru 4826"
"4159",309983,"28 Larkins Street Dunedin","28 Larkins Street Dunedin 9010"
"4160",309984,"169 Wakari Road Dunedin","169 Wakari Road Dunedin 9010"
"4161",309985,"12 Larkins Street Dunedin","12 Larkins Street Dunedin 9010"
"4162",309986,"18 Honeystone Street Dunedin","18 Honeystone Street Dunedin 9010"
"4163",309987,"14 Honeystone Street Dunedin","14 Honeystone Street Dunedin 9010"
"4164",309988,"141 Wakari Road Dunedin","488 Block Road RD 1 Waikaia 9778"
"4165",309989,"143 Wakari Road Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4166",309990,"145 Wakari Road Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4167",309991,"15 Larkins Street Dunedin","15 Larkins Street Dunedin 9010"
"4168",309992,"26 Larkins Street Dunedin","26 Larkins Street Dunedin 9010"
"4169",309993,"24 Larkins Street Dunedin","24 Larkins Street Dunedin 9010"
"4170",309994,"22 Larkins Street Dunedin","22 Larkins Street Dunedin 9010"
"4171",309995,"20 Larkins Street Dunedin","20 Larkins Street Dunedin 9010"
"4172",309996,"4 Larkins Street Dunedin","R Campbell Family Trust 118 Queensberry Terrace RD 3 Cromwell 9383"
"4173",309997,"19 Honeystone Street Dunedin","19 Honeystone Street Dunedin 9010"
"4174",309998,"8 Larkins Street Dunedin","8 Larkins Street Dunedin 9010"
"4175",309999,"6 Honeystone Street Dunedin","6 Honeystone Street Dunedin 9010"
"4176",310000,"151 Wakari Road Dunedin","151 Wakari Road Dunedin 9010"
"4177",310001,"101 Wakari Road Dunedin","101 Wakari Road Dunedin 9010"
"4178",310002,"105 Wakari Road Dunedin","105 Wakari Road Dunedin 9010"
"4179",310003,"103 Wakari Road Dunedin","N J and M Wilson Family Trust 103 Wakari Road Dunedin 9010"
"4180",310004,"109 Wakari Road Dunedin","229 Old Brighton Road RD 1 Dunedin 9076"
"4181",310005,"107 Wakari Road Dunedin","107 Wakari Road Dunedin 9010"
"4182",310006,"99 Wakari Road Dunedin","99 Wakari Road Dunedin 9010"
"4183",310007,"95 Wakari Road Dunedin","15 Royal Crescent Dunedin 9012"
"4184",310008,"85 Wakari Road Dunedin","3 Alexander Street Abbotsford Dunedin 9018"
"4185",310009,"75 Wakari Road Dunedin","75 Wakari Road Dunedin 9010"
"4186",310010,"73 Wakari Road Dunedin","73 Wakari Road Dunedin 9010"
"4187",310011,"63 Wakari Road Dunedin","J D Scott Family Trust 63 Wakari Road Dunedin 9010"
"4188",310012,"47 Wakari Road Dunedin","47 Wakari Road Dunedin 9010"
"4189",310013,"99 Gilkison Street Dunedin","99 Gilkison Street Dunedin 9010"
"4190",310014,"97 Gilkison Street Dunedin","H M S Family Trust 97 Gilkison Street Dunedin 9010"
"4191",310015,"95 Gilkison Street Dunedin","95 Gilkison Street Dunedin 9010"
"4192",310016,"93 Gilkison Street Dunedin","93 Gilkison Street Dunedin 9010"
"4193",310017,"91 Gilkison Street Dunedin","91 Gilkison Street Dunedin 9010"
"4194",310018,"89 Gilkison Street Dunedin",NA
"4195",310019,"87 Gilkison Street Dunedin","87 Gilkison Street Dunedin 9010"
"4196",310020,"85 Gilkison Street Dunedin","85 Gilkison Street Dunedin 9010"
"4197",310021,"83 Gilkison Street Dunedin","Beel Family Trust 83 Gilkison Street Dunedin 9010"
"4198",310022,"81 Gilkison Street Dunedin","81 Gilkison Street Dunedin 9010"
"4199",310023,"79 Gilkison Street Dunedin","60 Salmond Street Dunedin 9010"
"4200",310024,"77 Gilkison Street Dunedin","77 Gilkison Street Dunedin 9010"
"4201",310025,"75 Gilkison Street Dunedin","75 Gilkison Street Dunedin 9010"
"4202",310026,"73 Gilkison Street Dunedin","73 Gilkison Street Dunedin 9010"
"4203",310027,"71 Gilkison Street Dunedin","D J and E F Cadman Family Trust 71 Gilkison Street Dunedin 9010"
"4204",310028,"69 Gilkison Street Dunedin","152 Bush Road RD 2 Mosgiel 9092"
"4205",310029,"67 Gilkison Street Dunedin","C N and Y I M Smith Family Trust 67 Gilkison Street Dunedin 9010"
"4206",310030,"65 Gilkison Street Dunedin","65 Gilkison Street Dunedin 9010"
"4207",310031,"63 Gilkison Street Dunedin","63 Gilkison Street Dunedin 9010"
"4208",310032,"61 Gilkison Street Dunedin","61 Gilkison Street Dunedin 9010"
"4209",310033,"4 Strode Street Dunedin","4 Strode Street Dunedin 9010"
"4210",310034,"6 Strode Street Dunedin","6 Strode Street Dunedin 9010"
"4211",310035,"8 Strode Street Dunedin","8 Strode Street Dunedin 9010"
"4212",310036,"10 Strode Street Dunedin","10 Strode Street Dunedin 9010"
"4213",310037,"12 Strode Street Dunedin","12 Strode Street Dunedin 9010"
"4214",310038,"14 Strode Street Dunedin","Tullycreen Upper Trust 14 Strode Street Dunedin 9010"
"4215",310039,"16 Strode Street Dunedin","16 Strode Street Dunedin 9010"
"4216",310040,"18 Strode Street Dunedin","18 Strode Street Dunedin 9010"
"4217",310041,"20 Strode Street Dunedin","20 Strode Street Dunedin 9010"
"4218",310042,"19 Strode Street Dunedin","19 Strode Street Dunedin 9010"
"4219",310043,"17 Strode Street Dunedin","17 Strode Street Dunedin 9010"
"4220",310044,"15 Strode Street Dunedin","15 Strode Street Dunedin 9010"
"4221",310045,"11 Strode Street Dunedin","11 Strode Street Dunedin 9010"
"4222",310046,"9 Strode Street Dunedin","9 Strode Street Dunedin 9010"
"4223",310047,"7 Strode Street Dunedin","7 Strode Street Dunedin 9010"
"4224",310048,"5 Strode Street Dunedin","5 Strode Street Dunedin 9010"
"4225",310049,"3 Strode Street Dunedin","3 Strode Street Dunedin 9010"
"4226",310050,"51 Gilkison Street Dunedin","PO Box 6015 Marion Square Wellington 6141"
"4227",310051,"1 Strode Street Dunedin","1 Strode Street Dunedin 9010"
"4228",310052,"49 Gilkison Street Dunedin","49 Gilkison Street Dunedin 9010"
"4229",310053,"50 Gilkison Street Dunedin","50 Gilkison Street Dunedin 9010"
"4230",310054,"52 Gilkison Street Dunedin","52 Gilkison Street Dunedin 9010"
"4231",310055,"54 Gilkison Street Dunedin","225 Bay View Road Dunedin 9012"
"4232",310056,"56 Gilkison Street Dunedin",NA
"4233",310057,"58 Gilkison Street Dunedin",NA
"4234",310058,"60 Gilkison Street Dunedin","60 Gilkison Street Dunedin 9010"
"4235",310059,"62 Gilkison Street Dunedin","62 Gilkison Street Dunedin 9010"
"4236",310060,"64 Gilkison Street Dunedin","S Van Zoelen Trust 64 Gilkison Street Dunedin 9010"
"4237",310061,"55 Salmond Street Dunedin","55 Centennial Avenue Dunedin 9010"
"4238",310062,"53 Salmond Street Dunedin","53 Salmond Street Dunedin 9010"
"4239",310063,"51 Salmond Street Dunedin","51 Salmond Street Dunedin 9010"
"4240",310065,"39 Salmond Street Dunedin","39 Salmond Street Dunedin 9010"
"4241",310066,"37 Salmond Street Dunedin","37 Salmond Street Dunedin 9010"
"4242",310067,"35 Salmond Street Dunedin","35 Salmond Street Dunedin 9010"
"4243",310068,"33 Salmond Street Dunedin","A M and M P Maxwell Family Trust 7 Ballarat Road Rangiora 7400"
"4244",310069,"31 Salmond Street Dunedin","31 Salmond Street Dunedin 9010"
"4245",310070,"29 Salmond Street Dunedin","29 Salmond Street Dunedin 9010"
"4246",310071,"27 Salmond Street Dunedin","27 Salmond Street Dunedin 9010"
"4247",310072,"25 Salmond Street Dunedin","25 Salmond Street Dunedin 9010"
"4248",310073,"23 Salmond Street Dunedin","23 Salmond Street Dunedin 9010"
"4249",310075,"22 Salmond Street Dunedin","21 Marine Parade Macandrew Bay Dunedin 9014"
"4250",310076,"24 Salmond Street Dunedin","24 Salmond Street Dunedin 9010"
"4251",310077,"26 Salmond Street Dunedin","26 Salmond Street Dunedin 9010"
"4252",310078,"28 Salmond Street Dunedin","28 Salmond Street Dunedin 9010"
"4253",310079,"30 Salmond Street Dunedin","30 Salmond Street Dunedin 9010"
"4254",310080,"32 Salmond Street Dunedin","32 Salmond Street Dunedin 9010"
"4255",310081,"34 Salmond Street Dunedin","34 Salmond Street Dunedin 9010"
"4256",310082,"40 Salmond Street Dunedin","40 Salmond Street Dunedin 9010"
"4257",310083,"42 Salmond Street Dunedin","42 Salmond Street Dunedin 9010"
"4258",310084,"44 Salmond Street Dunedin","44 Salmond Street Dunedin 9010"
"4259",310085,"46 Salmond Street Dunedin","46 Salmond Street Dunedin 9010"
"4260",310086,"48 Salmond Street Dunedin","48 Salmond Street Dunedin 9010"
"4261",310087,"50 Salmond Street Dunedin","50 Salmond Street Dunedin 9010"
"4262",310088,"52 Salmond Street Dunedin","52 Salmond Street Dunedin 9010"
"4263",310089,"54 Salmond Street Dunedin","54 Salmond Street Dunedin 9010"
"4264",310090,"56 Salmond Street Dunedin","56 Salmond Street Dunedin 9010"
"4265",310091,"58 Salmond Street Dunedin","58 Salmond Street Dunedin 9010"
"4266",310092,"60 Salmond Street Dunedin","60 Salmond Street Dunedin 9010"
"4267",310093,"62 Salmond Street Dunedin","62 Salmond Street Dunedin 9010"
"4268",310094,"68 Gilkison Street Dunedin","3 Strode Street Dunedin 9010"
"4269",310095,"72 Gilkison Street Dunedin","53 Salmond Street Dunedin 9010"
"4270",310096,"76 Gilkison Street Dunedin","76 Gilkison Street Dunedin 9010"
"4271",310097,"84 Gilkison Street Dunedin","84 Gilkison Street Dunedin 9010"
"4272",310098,"4 Hanlon Street Dunedin","4 Hanlon Street Dunedin 9010"
"4273",310099,"20 Salmond Street Dunedin","20 Salmond Street Dunedin 9010"
"4274",310100,"86 Gilkison Street Dunedin","86 Gilkison Street Dunedin 9010"
"4275",310101,"38 Salmond Street Dunedin","494 Taieri Road Dunedin 9010"
"4276",310102,"6 Hanlon Street Dunedin","6 Hanlon Street Dunedin 9010"
"4277",310103,"8 Hanlon Street Dunedin","10 Hanlon Street Dunedin 9010"
"4278",310104,"10 Hanlon Street Dunedin","10 Hanlon Street Dunedin 9010"
"4279",310105,"12 Hanlon Street Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4280",310106,"14 Hanlon Street Dunedin","14 Hanlon Street Dunedin 9010"
"4281",310107,"16 Hanlon Street Dunedin","16 Hanlon Street Dunedin 9010"
"4282",310108,"18 Hanlon Street Dunedin","18 Hanlon Street Dunedin 9010"
"4283",310109,"20 Hanlon Street Dunedin","20 Hanlon Street Dunedin 9010"
"4284",310110,"22 Hanlon Street Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4285",310111,"29 Hanlon Street Dunedin","103 Green Road RD 2 Waitati 9085"
"4286",310112,"27 Hanlon Street Dunedin","124 Paparamu Road RD 1 Tirau 3484"
"4287",310113,"25 Hanlon Street Dunedin","25 Hanlon Street Dunedin 9010"
"4288",310114,"23 Hanlon Street Dunedin","23 Hanlon Street Dunedin 9010"
"4289",310115,"21 Hanlon Street Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4290",310116,"19 Hanlon Street Dunedin","19 Hanlon Street Dunedin 9010"
"4291",310117,"17 Hanlon Street Dunedin","17 Hanlon Street Dunedin 9010"
"4292",310118,"15 Hanlon Street Dunedin","28 Ben Lomond Drive Mosgiel 9024"
"4293",310119,"11 Hanlon Street Dunedin","11 Hanlon Street Dunedin 9010"
"4294",310120,"9 Hanlon Street Dunedin","PO Box 5974 Moray Place Dunedin 9058"
"4295",310121,"7 Hanlon Street Dunedin","7 Hanlon Street Dunedin 9010"
"4296",310122,"5 Hanlon Street Dunedin","5 Hanlon Street Dunedin 9010"
"4297",310123,"3 Hanlon Street Dunedin","3 Hanlon Street Dunedin 9010"
"4298",310124,"92 Gilkison Street Dunedin",NA
"4299",310125,"94 Gilkison Street Dunedin","94 Gilkison Street Dunedin 9010"
"4300",310126,"96 Gilkison Street Dunedin","96 Gilkison Street Dunedin 9010"
"4301",310127,"39 Wakari Road Dunedin","39 Wakari Road Dunedin 9010"
"4302",310128,"35 Wakari Road Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4303",310129,"33 Wakari Road Dunedin","33 Wakari Road Dunedin 9010"
"4304",310130,"31 Wakari Road Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4305",310131,"29 Wakari Road Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4306",310132,"27 Wakari Road Dunedin","27 Wakari Road Dunedin 9010"
"4307",310133,"23 Wakari Road Dunedin","15 Wychwood Crescent Bishopdale Christchurch 8053"
"4308",310134,"21 Wakari Road Dunedin","21 Wakari Road Dunedin 9010"
"4309",310135,"19 Wakari Road Dunedin","19 Wakari Road Dunedin 9010"
"4310",310136,"17 Wakari Road Dunedin","17 Wakari Road Dunedin 9010"
"4311",310137,"7 Wakari Road Dunedin","7 Wakari Road Dunedin 9010"
"4312",310138,"1 Wakari Road Dunedin","1 Wakari Road Dunedin 9010"
"4313",310139,"370 Taieri Road Dunedin","37D Young Lane RD 1 Alexandra 9391"
"4314",310140,"372 Taieri Road Dunedin","372 Taieri Road Dunedin 9010"
"4315",310141,"378 Taieri Road Dunedin","378 Taieri Road Dunedin 9010"
"4316",310142,"380 Taieri Road Dunedin","122 Larnach Road Dunedin 9013"
"4317",310143,"382 Taieri Road Dunedin","329 Trices Road Prebbleton 7604"
"4318",310144,"384 Taieri Road Dunedin","6 Hadley Close Dunedin 9010"
"4319",310145,"386 Taieri Road Dunedin","34 Cleghorn Street RD 2 Waitati 9085"
"4320",310146,"388 Taieri Road Dunedin","388 Taieri Road Dunedin 9010"
"4321",310147,"392 Taieri Road Dunedin","24A Links Road New Lynn Auckland 0600"
"4322",310148,"394 Taieri Road Dunedin","394 Taieri Road Dunedin 9010"
"4323",310149,"396 Taieri Road Dunedin","396 Taieri Road Dunedin 9010"
"4324",310150,"400 Taieri Road Dunedin","400 Taieri Road Dunedin 9010"
"4325",310151,"402 Taieri Road Dunedin","402 Taieri Road Dunedin 9010"
"4326",310152,"404 Taieri Road Dunedin","404 Taieri Road Dunedin 9010"
"4327",310153,"406 Taieri Road Dunedin","406 Taieri Road Dunedin 9010"
"4328",310154,"408 Taieri Road Dunedin","408 Taieri Road Dunedin 9010"
"4329",310155,"410 Taieri Road Dunedin","410 Taieri Road Dunedin 9010"
"4330",310156,"412 Taieri Road Dunedin","412 Taieri Road Dunedin 9010"
"4331",310157,"36 Salmond Street Dunedin","36 Salmond Street Dunedin 9010"
"4332",310158,"398 Taieri Road Dunedin","398 Taieri Road Dunedin 9010"
"4333",310159,"416 Taieri Road Dunedin","416 Taieri Road Dunedin 9010"
"4334",310160,"418 Taieri Road Dunedin","418 Taieri Road Dunedin 9010"
"4335",310161,"420 Taieri Road Dunedin","420 Taieri Road Dunedin 9010"
"4336",310162,"422A Taieri Road Dunedin","422A Taieri Road Dunedin 9010"
"4337",310163,"424 Taieri Road Dunedin","424 Taieri Road Dunedin 9010"
"4338",310164,"426 Taieri Road Dunedin","55 Friends Hill Road RD 2 Mosgiel 9092"
"4339",310165,"428 Taieri Road Dunedin","428 Taieri Road Dunedin 9010"
"4340",310166,"430 Taieri Road Dunedin","430 Taieri Road Dunedin 9010"
"4341",310167,"432A Taieri Road Dunedin","432A Taieri Road Dunedin 9010"
"4342",310168,"432 Taieri Road Dunedin","432 Taieri Road Dunedin 9010"
"4343",310169,"6 Gilkison Street Dunedin","6 Gilkison Street Dunedin 9010"
"4344",310170,"6 Salmond Street Dunedin","PO Box 1780 Queenstown 9348"
"4345",310171,"8 Salmond Street Dunedin","8 Salmond Street Dunedin 9010"
"4346",310172,"10 Salmond Street Dunedin","79 Banks Road RD 1 Rotherham 7379"
"4347",310173,"14 Salmond Street Dunedin","14 Salmond Street Dunedin 9010"
"4348",310174,"16 Salmond Street Dunedin","16 Salmond Street Dunedin 9010"
"4349",310175,"18 Salmond Street Dunedin","18 Salmond Street Dunedin 9010"
"4350",310176,"21 Salmond Street Dunedin","21 Salmond Street Dunedin 9010"
"4351",310177,"19 Salmond Street Dunedin","19 Salmond Street Dunedin 9010"
"4352",310178,"17 Salmond Street Dunedin","17 Salmond Street Dunedin 9010"
"4353",310179,"15 Salmond Street Dunedin","15 Salmond Street Dunedin 9010"
"4354",310180,"11 Salmond Street Dunedin","11 Salmond Street Dunedin 9010"
"4355",310181,"9 Salmond Street Dunedin","23 Stevenson Road Concord Dunedin 9018"
"4356",310182,"7 Salmond Street Dunedin","7 Salmond Street Dunedin 9010"
"4357",310183,"5 Salmond Street Dunedin","5 Salmond Street Dunedin 9010"
"4358",310184,"14 Gilkison Street Dunedin","14 Gilkison Street Dunedin 9010"
"4359",310185,"16 Gilkison Street Dunedin","16 Gilkison Street Dunedin 9010"
"4360",310186,"18 Gilkison Street Dunedin","18 Gilkison Street Dunedin 9010"
"4361",310187,"24 Gilkison Street Dunedin","43 Hereford Street Dunedin 9010"
"4362",310188,"26 Gilkison Street Dunedin","26 Gilkison Street Dunedin 9010"
"4363",310189,"32 Gilkison Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"4364",310190,"38 Gilkison Street Dunedin","38 Gilkison Street Dunedin 9010"
"4365",310191,"40 Gilkison Street Dunedin","40 Gilkison Street Dunedin 9010"
"4366",310192,"42 Gilkison Street Dunedin","PO Box 145 Dunedin 9054"
"4367",310193,"44 Gilkison Street Dunedin","44 Gilkison Street Dunedin 9010"
"4368",310194,"46 Gilkison Street Dunedin","46 Gilkison Street Dunedin 9010"
"4369",310195,"48 Gilkison Street Dunedin","48 Gilkison Street Dunedin 9010"
"4370",310196,"47 Gilkison Street Dunedin",NA
"4371",310197,"65 Stephen Street Dunedin","65 Stephen Street Dunedin 9010"
"4372",310198,"61 Stephen Street Dunedin","61 Stephen Street Dunedin 9010"
"4373",310199,"59 Stephen Street Dunedin","59 Stephen Street Dunedin 9010"
"4374",310200,"57 Stephen Street Dunedin","57 Stephen Street Dunedin 9010"
"4375",310201,"55 Stephen Street Dunedin","55 Stephen Street Dunedin 9010"
"4376",310202,"53 Stephen Street Dunedin","53 Stephen Street Dunedin 9010"
"4377",310203,"51 Stephen Street Dunedin","MacFarlane Family Trust 51 Stephen Street Dunedin 9010"
"4378",310204,"49 Stephen Street Dunedin","Pike Family Trust PO Box 42 Garston 9750"
"4379",310205,"47 Stephen Street Dunedin","47 Stephen Street Dunedin 9010"
"4380",310206,"45 Stephen Street Dunedin",NA
"4381",310207,"43 Stephen Street Dunedin","43 Stephen Street Dunedin 9010"
"4382",310208,"41 Stephen Street Dunedin","41 Stephen Street Dunedin 9010"
"4383",310209,"39 Stephen Street Dunedin",NA
"4384",310210,"37 Stephen Street Dunedin","1496 Waimarama Road RD 12 Havelock North 4294"
"4385",310211,"35 Stephen Street Dunedin","35 Stephen Street Dunedin 9010"
"4386",310212,"33 Stephen Street Dunedin","33 Stephen Street Dunedin 9010"
"4387",310213,"31 Stephen Street Dunedin","31 Stephen Street Dunedin 9010"
"4388",310214,"29 Stephen Street Dunedin","29 Stephen Street Dunedin 9010"
"4389",310215,"27 Stephen Street Dunedin","27 Stephen Street Dunedin 9010"
"4390",310216,"25 Stephen Street Dunedin",NA
"4391",310217,"23 Stephen Street Dunedin","23 Stephen Street Dunedin 9010"
"4392",310218,"21 Stephen Street Dunedin","21 Stephen Street Dunedin 9010"
"4393",310219,"19 Stephen Street Dunedin","J and J Trust 19 Stephen Street Dunedin 9010"
"4394",310220,"13 Stephen Street Dunedin","13 Stephen Street Dunedin 9010"
